client_id,label_risque,score_anomalie_if,score_anomalie_lstm,score_anomalie_river,score_anomalie_final,pred_isolation_forest,pred_lstm,pred_river,pred_ensemble,nb_votes,alerte,raison_principale,retard_moyen_jours,taux_retard,ratio_encaissement,montant_ttc_moyen
11212,0,0.1874,0.0,0.0,0.075,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.17,0.0,1.029,1628.137
11213,1,0.131,0.0,0.0,0.0524,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.102,0.0,0.916,414.804
11214,0,0.0308,0.0,0.0,0.0123,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.061,0.0,0.869,1920.094
11215,1,0.0357,0.0,0.0,0.0143,0,0,0,0,0,VERT,Faible encaissement (15.3%),-0.184,0.0,0.153,1263.884
11216,0,0.1612,0.0,0.0,0.0645,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.262,0.0,1.016,3671.577
11217,0,0.2488,0.0,0.0,0.0995,0,0,0,0,0,VERT,Comportement statistiquement atypique,-9.836,0.001,0.882,181.057
11218,1,0.0683,0.0,0.0,0.0273,0,0,0,0,0,VERT,Faible encaissement (2.9%),0.059,0.0,0.029,1519.41
11219,0,0.1275,0.0,0.0,0.051,0,0,0,0,0,VERT,Faible encaissement (74.4%),-6.404,0.001,0.744,5901.995
11220,0,0.1362,0.0,0.0,0.0545,0,0,0,0,0,VERT,Comportement statistiquement atypique,-59.723,0.0,0.996,3772.457
11221,0,0.4224,0.0,0.0,0.169,0,0,0,0,0,VERT,Comportement statistiquement atypique,-45.859,0.094,1.038,4779.908
11222,0,0.0574,0.0,0.0,0.023,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.637,0.002,0.83,-186.367
11223,0,0.0759,0.0,0.0,0.0303,0,0,0,0,0,VERT,Comportement statistiquement atypique,-8.233,0.0,1.01,2707.733
11224,0,0.083,0.0,0.0,0.0332,0,0,0,0,0,VERT,Comportement statistiquement atypique,-46.862,0.001,1.002,3028.626
11225,0,0.1111,0.0,0.0,0.0444,0,0,0,0,0,VERT,Comportement statistiquement atypique,-38.31,0.0,0.822,4266.983
11226,0,0.0328,0.0,0.0,0.0131,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.588,0.0,1.231,1444.358
11227,0,0.0249,0.0,0.0,0.01,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.175,0.001,0.979,204.233
11228,0,0.0477,0.0,0.0,0.0191,0,0,0,0,0,VERT,Faible encaissement (10.5%),0.344,0.001,0.105,726.937
11229,0,0.0858,0.0,0.0,0.0343,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.037,0.0,1.123,4229.257
11230,0,0.0214,0.0,0.0,0.0086,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.208,0.0,1.003,646.712
11231,0,0.0324,0.0,0.0,0.0129,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.102,0.0,0.961,98.368
11232,1,0.1045,0.0,0.0,0.0418,0,0,0,0,0,VERT,Faible encaissement (16.9%),-0.822,0.001,0.169,9607.472
11233,0,0.2786,0.0,0.0,0.1115,0,0,0,0,0,VERT,Comportement statistiquement atypique,-16.753,0.0,1.761,1116.543
11234,1,0.2217,0.0001,0.0,0.0887,0,1,0,0,1,JAUNE,Faible encaissement (17.4%),-0.383,0.0,0.174,4890.511
11235,0,0.0118,0.0,0.0,0.0047,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.416,0.0,0.989,4148.504
11236,1,0.0855,0.0,0.0,0.0342,0,0,0,0,0,VERT,Faible encaissement (0.0%),0.993,0.0,0.0,647.932
11237,0,0.1275,0.0,0.0,0.051,0,0,0,0,0,VERT,Comportement statistiquement atypique,-24.433,0.0,0.865,3211.878
11238,0,0.1187,0.0,0.0,0.0475,0,0,0,0,0,VERT,Comportement statistiquement atypique,-37.7,0.001,0.993,5900.036
11239,1,0.1807,0.0001,0.0,0.0723,0,1,0,0,1,JAUNE,Faible encaissement (11.7%),-0.132,0.0,0.117,6948.493
11240,0,0.0917,0.0,0.0,0.0367,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.828,0.0,1.551,262.491
11241,0,0.0879,0.0,0.0,0.0352,0,0,0,0,0,VERT,Comportement statistiquement atypique,-55.167,0.0,0.994,3433.601
11242,0,0.0241,0.0,0.0,0.0096,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.679,0.0,0.826,1406.585
11243,0,0.0506,0.0,0.0,0.0202,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.185,0.001,0.858,18.992
11244,0,0.2496,0.0,0.0,0.0999,0,0,0,0,0,VERT,Comportement statistiquement atypique,-42.548,0.0,0.957,3910.556
11245,0,0.0469,0.0,0.0,0.0188,0,0,0,0,0,VERT,Faible encaissement (77.3%),-0.507,0.0,0.773,29.971
11246,1,0.3128,0.0001,0.0,0.1252,0,1,0,0,1,JAUNE,Faible encaissement (0.0%),-0.064,0.0,0.0,14679.197
11247,0,0.1627,0.0,0.0,0.0651,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.283,0.0,1.46,1554.818
11248,0,0.5707,0.0001,0.0,0.2283,1,1,0,1,2,ORANGE,Taux retard élevé (24.4%) | Faible encaissement (72.9%),0.464,0.244,0.729,9896.018
11249,1,0.0714,0.0,0.0,0.0286,0,0,0,0,0,VERT,Faible encaissement (17.0%),-0.397,0.002,0.17,283.387
11250,0,0.1113,0.0,0.0,0.0445,0,0,0,0,0,VERT,Comportement statistiquement atypique,-38.989,0.0,1.016,6264.033
11251,0,0.1067,0.0,0.0,0.0427,0,0,0,0,0,VERT,Comportement statistiquement atypique,-61.251,0.0,1.006,1800.419
11252,0,0.056,0.0,0.0,0.0224,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.144,0.001,1.126,534.675
11253,0,0.1216,0.0,0.0,0.0487,0,0,0,0,0,VERT,Comportement statistiquement atypique,-48.127,0.0,1.015,4028.971
11254,1,0.2655,0.0002,0.0,0.1063,0,1,0,0,1,JAUNE,Faible encaissement (0.0%),0.311,0.0,0.0,19849.65
11255,0,0.0124,0.0,0.0,0.0049,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.358,0.0,0.983,3040.487
11256,0,0.036,0.0,0.0,0.0144,0,0,0,0,0,VERT,Comportement statistiquement atypique,-24.11,0.001,0.92,1147.254
11257,0,0.0914,0.0,0.0,0.0366,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.863,0.002,1.248,511.724
11258,0,0.2218,0.0,0.0,0.0887,0,0,0,0,0,VERT,Faible encaissement (79.3%),-66.253,0.043,0.793,2241.829
11259,0,0.0408,0.0,0.0,0.0163,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.729,0.0,0.952,2622.344
11260,0,0.484,0.0001,0.0,0.1936,1,1,0,1,2,ORANGE,Taux retard élevé (15.6%),0.037,0.156,0.874,9810.423
11261,0,0.3876,0.0,0.0,0.155,0,0,0,0,0,VERT,Comportement statistiquement atypique,-64.881,0.0,1.598,1282.889
11262,0,0.0899,0.0,0.0,0.036,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.263,0.001,0.957,2779.369
11263,0,0.0366,0.0,0.0,0.0146,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.701,0.0,1.023,85.9
11264,0,0.0492,0.0,0.0,0.0197,0,0,0,0,0,VERT,Faible encaissement (15.0%),0.556,0.0,0.15,224.085
11265,1,0.0989,0.0,0.0,0.0395,0,0,0,0,0,VERT,Faible encaissement (2.5%),0.46,0.0,0.025,691.942
11266,0,0.0306,0.0,0.0,0.0122,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.479,0.0,0.997,3986.16
11267,1,0.1798,0.0,0.0,0.0719,0,0,0,0,0,VERT,Faible encaissement (0.0%),0.085,0.001,0.0,1871.348
11268,0,0.2288,0.0,0.0,0.0915,0,0,0,0,0,VERT,Comportement statistiquement atypique,-8.254,0.001,1.647,3954.818
11269,0,0.2131,0.0,0.0,0.0852,0,0,0,0,0,VERT,Comportement statistiquement atypique,-54.561,0.0,0.996,1678.155
11270,0,0.1676,0.0,0.0,0.0671,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.151,0.0,0.898,1977.629
11271,0,0.1021,0.0,0.0,0.0408,0,0,0,0,0,VERT,Comportement statistiquement atypique,-41.063,0.0,0.967,3344.616
11272,1,0.0521,0.0,0.0,0.0208,0,0,0,0,0,VERT,Faible encaissement (28.7%),-0.073,0.0,0.287,117.259
11273,0,0.0713,0.0,0.0,0.0285,0,0,0,0,0,VERT,Comportement statistiquement atypique,-48.084,0.0,1.031,700.775
11274,0,0.336,0.0,0.0,0.1344,0,0,0,0,0,VERT,Comportement statistiquement atypique,-7.557,0.001,1.646,1488.134
11275,0,0.046,0.0,0.0,0.0184,0,0,0,0,0,VERT,Comportement statistiquement atypique,-3.446,0.0,1.328,1176.447
11276,0,0.1382,0.0,0.0,0.0553,0,0,0,0,0,VERT,Faible encaissement (62.0%),-30.633,0.0,0.62,4378.175
11277,1,0.0646,0.0,0.0,0.0259,0,0,0,0,0,VERT,Faible encaissement (28.3%),0.458,0.0,0.283,1414.7
11278,0,0.0923,0.0,0.0,0.0369,0,0,0,0,0,VERT,Comportement statistiquement atypique,-12.686,0.0,0.994,1671.968
11279,0,0.1424,0.0,0.0,0.057,0,0,0,0,0,VERT,Comportement statistiquement atypique,-47.655,0.0,0.971,6207.901
11280,0,0.4415,0.0001,0.0,0.1767,1,1,0,1,2,ORANGE,Comportement statistiquement atypique,-41.507,0.091,0.993,2575.459
11281,0,0.0596,0.0,0.0,0.0238,0,0,0,0,0,VERT,Faible encaissement (78.9%),-13.117,0.001,0.789,757.125
11282,0,0.0284,0.0,0.0,0.0114,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.759,0.0,0.872,315.62
11283,0,0.2152,0.0,0.0,0.0861,0,0,0,0,0,VERT,Faible encaissement (65.3%),-31.417,0.0,0.653,5142.9
11284,0,0.1064,0.0,0.0,0.0426,0,0,0,0,0,VERT,Faible encaissement (56.0%),-54.84,0.0,0.56,564.481
11285,0,0.1153,0.0,0.0,0.0461,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.756,0.0,0.946,2128.586
11286,0,0.0453,0.0,0.0,0.0181,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.566,0.0,0.961,-21.704
11287,0,0.2159,0.0,0.0,0.0864,0,0,0,0,0,VERT,Comportement statistiquement atypique,-53.004,0.0,1.722,3149.439
11288,1,0.2418,0.0,0.0,0.0967,0,0,0,0,0,VERT,Faible encaissement (24.8%),0.889,0.001,0.248,10803.471
11289,0,0.1056,0.0,0.0,0.0423,0,0,0,0,0,VERT,Comportement statistiquement atypique,-44.63,0.0,0.835,4391.218
11290,1,0.0553,0.0,0.0,0.0221,0,0,0,0,0,VERT,Faible encaissement (10.0%),0.64,0.0,0.1,1513.115
11291,1,0.0467,0.0,0.0,0.0187,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.296,0.0,1.001,1259.142
11292,0,0.0398,0.0,0.0,0.0159,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.36,0.0,1.194,111.317
11293,0,0.0551,0.0,0.0,0.0221,0,0,0,0,0,VERT,Comportement statistiquement atypique,-30.717,0.001,1.109,924.522
11294,0,0.1922,0.0,0.0,0.0769,0,0,0,0,0,VERT,Comportement statistiquement atypique,-52.879,0.0,1.971,1621.19
11295,0,0.1626,0.0,0.0,0.065,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.698,0.0,0.99,2342.997
11296,0,0.0266,0.0,0.0,0.0106,0,0,0,0,0,VERT,Faible encaissement (42.5%),-0.492,0.0,0.425,2870.729
11297,0,0.1162,0.0,0.0,0.0465,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.19,0.0,1.005,1173.138
11298,0,0.3026,0.0,0.0,0.1211,0,0,0,0,0,VERT,Comportement statistiquement atypique,-49.07,0.0,0.996,6099.5
11299,1,0.0688,0.0,0.0,0.0275,0,0,0,0,0,VERT,Faible encaissement (25.8%),-0.002,0.0,0.258,3523.946
11300,0,0.0459,0.0,0.0,0.0184,0,0,0,0,0,VERT,Comportement statistiquement atypique,-29.671,0.0,0.988,3501.482
11301,0,0.2799,0.0,0.0,0.112,0,0,0,0,0,VERT,Comportement statistiquement atypique,-22.575,0.0,1.353,7704.293
11302,1,0.0413,0.0,0.0,0.0165,0,0,0,0,0,VERT,Faible encaissement (21.1%),0.663,0.0,0.211,1052.952
11303,0,0.4381,0.0001,0.0,0.1752,1,1,0,1,2,ORANGE,Comportement statistiquement atypique,-61.349,0.095,0.975,3717.867
11304,0,0.0676,0.0,0.0,0.027,0,0,0,0,0,VERT,Comportement statistiquement atypique,-35.273,0.001,1.008,3453.167
11305,1,0.088,0.0,0.0,0.0352,0,0,0,0,0,VERT,Faible encaissement (3.4%),0.65,0.0,0.034,1676.778
11306,1,0.051,0.0,0.0,0.0204,0,0,0,0,0,VERT,Faible encaissement (20.0%),1.377,0.0,0.2,594.21
11307,0,0.1519,0.0,0.0,0.0608,0,0,0,0,0,VERT,Comportement statistiquement atypique,-17.416,0.0,0.986,3429.543
11308,0,0.4768,0.0,0.0,0.1907,1,0,0,0,1,JAUNE,Comportement statistiquement atypique,-65.552,0.003,0.894,9594.469
11309,0,0.0589,0.0,0.0,0.0235,0,0,0,0,0,VERT,Faible encaissement (12.5%),0.153,0.002,0.125,2563.939
11310,0,0.0412,0.0,0.0,0.0165,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.152,0.0,1.028,3186.987
11311,0,0.0576,0.0,0.0,0.0231,0,0,0,0,0,VERT,Comportement statistiquement atypique,-27.162,0.0,1.006,1279.044
11312,0,0.1237,0.0,0.0,0.0495,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.564,0.0,0.975,1004.283
11313,0,0.0617,0.0,0.0,0.0247,0,0,0,0,0,VERT,Comportement statistiquement atypique,-11.372,0.002,0.942,1925.321
11314,0,0.08,0.0,0.0,0.032,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.629,0.001,0.976,-495.253
11315,0,0.0478,0.0,0.0,0.0191,0,0,0,0,0,VERT,Comportement statistiquement atypique,-36.463,0.0,1.014,701.904
11316,0,0.0228,0.0,0.0,0.0091,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.65,0.001,1.046,669.264
11317,0,0.3595,0.0,0.0,0.1438,0,0,0,0,0,VERT,Comportement statistiquement atypique,-13.125,0.09,1.255,6776.343
11318,0,0.0328,0.0,0.0,0.0131,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.481,0.0,0.977,67.477
11319,0,0.3756,0.0002,0.0,0.1503,0,1,0,0,1,JAUNE,Comportement statistiquement atypique,0.9,0.0,0.954,1282.166
11320,0,0.1525,0.0,0.0,0.061,0,0,0,0,0,VERT,Comportement statistiquement atypique,-24.143,0.0,1.009,2104.004
11321,0,0.0361,0.0,0.0,0.0144,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.089,0.002,0.917,729.386
11322,1,0.0892,0.0,0.0,0.0357,0,0,0,0,0,VERT,Faible encaissement (30.9%),0.588,0.0,0.309,345.517
11323,0,0.2308,0.0,0.0,0.0923,0,0,0,0,0,VERT,Faible encaissement (2.6%),-1.049,0.0,0.026,579.136
11324,0,0.5605,0.0,0.0,0.2242,1,0,0,0,1,JAUNE,Comportement statistiquement atypique,-35.004,0.096,0.841,8912.814
11325,0,0.0203,0.0,0.0,0.0081,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.49,0.0,1.02,3030.233
11326,0,0.0486,0.0,0.0,0.0194,0,0,0,0,0,VERT,Faible encaissement (66.4%),0.282,0.0,0.664,179.356
11327,1,0.236,0.0,0.0,0.0944,0,0,0,0,0,VERT,Faible encaissement (20.3%),1.125,0.0,0.203,6757.162
11328,0,0.5558,0.0016,0.0,0.223,1,1,0,1,2,ORANGE,Faible encaissement (77.9%),-14.065,0.056,0.779,5983.421
11329,0,0.0239,0.0,0.0,0.0095,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.492,0.0,0.819,615.014
11330,0,0.0277,0.0,0.0,0.0111,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.447,0.0,1.117,929.106
11331,0,0.2593,0.0,0.0,0.1037,0,0,0,0,0,VERT,Comportement statistiquement atypique,-43.379,0.0,1.762,4640.746
11332,0,0.2398,0.0001,0.0,0.0959,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.172,0.003,0.817,714.187
11333,0,0.0616,0.0,0.0,0.0246,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.904,0.002,1.016,2743.027
11334,0,0.1769,0.0,0.0,0.0707,0,0,0,0,0,VERT,Comportement statistiquement atypique,-56.385,0.04,1.013,1273.786
11335,0,0.1498,0.0,0.0,0.0599,0,0,0,0,0,VERT,Comportement statistiquement atypique,-58.615,0.0,0.986,3010.277
11336,0,0.0106,0.0,0.0,0.0042,0,0,0,0,0,VERT,Faible encaissement (76.8%),0.288,0.001,0.768,1338.593
11337,0,0.6075,0.0001,0.0,0.2431,1,1,0,1,2,ORANGE,Taux retard élevé (26.5%),-57.395,0.265,1.97,6956.692
11338,0,0.0137,0.0,0.0,0.0055,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.257,0.0,1.013,871.541
11339,0,0.0884,0.0,0.0,0.0354,0,0,0,0,0,VERT,Comportement statistiquement atypique,-22.874,0.0,1.018,4018.108
11340,0,0.051,0.0,0.0,0.0204,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.132,0.002,1.204,1059.955
11341,0,0.0406,0.0,0.0,0.0162,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.755,0.0,0.85,4649.996
11342,0,0.4007,0.0001,0.0,0.1603,0,1,0,0,1,JAUNE,Comportement statistiquement atypique,0.179,0.0,1.298,7902.475
11343,0,0.025,0.0,0.0,0.01,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.003,0.0,1.023,427.58
11344,0,0.0346,0.0,0.0,0.0139,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.72,0.001,0.863,307.148
11345,0,0.6449,0.0002,0.0,0.258,1,1,0,1,2,ORANGE,Taux retard élevé (23.2%) | Faible encaissement (74.4%),-22.939,0.232,0.744,6928.052
11346,0,0.239,0.0,0.0,0.0956,0,0,0,0,0,VERT,Comportement statistiquement atypique,-28.011,0.001,0.834,647.347
11347,0,0.1655,0.0,0.0,0.0662,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.378,0.001,0.939,4955.738
11348,0,0.2086,0.0,0.0,0.0835,0,0,0,0,0,VERT,Comportement statistiquement atypique,-31.49,0.0,1.013,2171.824
11349,1,0.0654,0.0,0.0,0.0262,0,0,0,0,0,VERT,Faible encaissement (18.1%),-0.111,0.001,0.181,514.357
11350,0,0.0743,0.0,0.0,0.0297,0,0,0,0,0,VERT,Comportement statistiquement atypique,-38.151,0.0,1.26,992.38
11351,1,0.0571,0.0,0.0,0.0228,0,0,0,0,0,VERT,Faible encaissement (31.3%),-0.333,0.0,0.313,970.556
11352,0,0.2076,0.0,0.0,0.0831,0,0,0,0,0,VERT,Faible encaissement (31.1%),0.121,0.003,0.311,1097.652
11353,0,0.0292,0.0,0.0,0.0117,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.494,0.0,0.979,2556.815
11354,0,0.3071,0.0,0.0,0.1229,0,0,0,0,0,VERT,Comportement statistiquement atypique,-37.269,0.0,0.81,8009.75
11355,0,0.0409,0.0,0.0,0.0163,0,0,0,0,0,VERT,Faible encaissement (56.7%),-0.069,0.001,0.567,274.891
11356,0,0.0971,0.0,0.0,0.0389,0,0,0,0,0,VERT,Comportement statistiquement atypique,-38.456,0.001,0.986,1325.367
11357,1,0.1167,0.0,0.0,0.0467,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.213,0.002,0.931,1601.835
11358,0,0.1451,0.0,0.0,0.058,0,0,0,0,0,VERT,Comportement statistiquement atypique,-26.402,0.0,0.948,5096.306
11359,0,0.0573,0.0,0.0,0.0229,0,0,0,0,0,VERT,Faible encaissement (79.8%),-0.66,0.0,0.798,-228.912
11360,0,0.0856,0.0,0.0,0.0342,0,0,0,0,0,VERT,Faible encaissement (15.9%),-0.284,0.001,0.159,731.2
11361,0,0.173,0.0,0.0,0.0692,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.097,0.0,0.995,1482.923
11362,1,0.2285,0.0001,0.0,0.0914,0,1,0,0,1,JAUNE,Faible encaissement (16.2%),-0.293,0.001,0.162,12227.22
11363,0,0.0169,0.0,0.0,0.0068,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.499,0.0,0.932,1003.572
11364,1,0.1621,0.0,0.0,0.0648,0,0,0,0,0,VERT,Faible encaissement (14.4%),0.563,0.001,0.144,8023.392
11365,0,0.5445,0.0,0.0,0.2178,1,0,0,0,1,JAUNE,Taux retard élevé (19.0%),-52.049,0.19,0.995,10449.385
11366,0,0.0241,0.0,0.0,0.0096,0,0,0,0,0,VERT,Faible encaissement (78.4%),-16.158,0.0,0.784,3625.577
11367,0,0.2011,0.0,0.0,0.0804,0,0,0,0,0,VERT,Comportement statistiquement atypique,-34.237,0.0,1.032,1637.634
11368,0,0.0277,0.0,0.0,0.0111,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.197,0.001,0.967,420.212
11369,0,0.0215,0.0,0.0,0.0086,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.946,0.0,1.012,511.223
11370,0,0.0362,0.0,0.0,0.0145,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.771,0.001,0.815,661.113
11371,1,0.0354,0.0,0.0,0.0142,0,0,0,0,0,VERT,Faible encaissement (18.9%),-0.582,0.0,0.189,736.658
11372,0,0.0018,0.0,0.0,0.0007,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.444,0.0,1.01,2091.229
11373,0,0.1344,0.0,0.0,0.0538,0,0,0,0,0,VERT,Comportement statistiquement atypique,-12.464,0.0,0.97,2268.67
11374,0,0.1534,0.0,0.0,0.0614,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.839,0.0,1.007,578.05
11375,0,0.0185,0.0,0.0,0.0074,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.09,0.0,0.994,1093.235
11376,0,0.4149,0.0001,0.0,0.166,0,1,0,0,1,JAUNE,Taux retard élevé (20.0%),-53.492,0.2,0.858,6664.615
11377,0,0.2304,0.0,0.0,0.0922,0,0,0,0,0,VERT,Comportement statistiquement atypique,-38.4,0.0,1.003,2123.064
11378,0,0.2341,0.0,0.0,0.0936,0,0,0,0,0,VERT,Comportement statistiquement atypique,-44.443,0.0,0.905,4529.137
11379,0,0.0381,0.0,0.0,0.0152,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.141,0.0,0.995,46.975
11380,0,0.0923,0.0,0.0,0.0369,0,0,0,0,0,VERT,Comportement statistiquement atypique,-15.377,0.0,0.989,2720.128
11381,0,0.1158,0.0,0.0,0.0463,0,0,0,0,0,VERT,Comportement statistiquement atypique,-47.544,0.0,0.958,2223.551
11382,0,0.137,0.0,0.0,0.0548,0,0,0,0,0,VERT,Faible encaissement (62.3%),-9.774,0.0,0.623,6722.343
11383,0,0.1688,0.0,0.0,0.0675,0,0,0,0,0,VERT,Comportement statistiquement atypique,-23.2,0.0,0.966,3361.959
11384,0,0.064,0.0,0.0,0.0256,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.829,0.002,1.426,1116.808
11385,0,0.2291,0.0,0.0,0.0917,0,0,0,0,0,VERT,Comportement statistiquement atypique,-14.885,0.002,2.0,5793.141
11386,1,0.2379,0.0002,0.0,0.0952,0,1,0,0,1,JAUNE,Faible encaissement (25.5%),0.387,0.001,0.255,19183.22
11387,0,0.0695,0.0,0.0,0.0278,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.298,0.0,1.329,1318.567
11388,0,0.5164,0.0015,0.0,0.2072,1,1,0,1,2,ORANGE,Comportement statistiquement atypique,-5.1,0.043,1.005,9001.677
11389,1,0.0506,0.0,0.0,0.0202,0,0,0,0,0,VERT,Faible encaissement (19.8%),0.136,0.001,0.198,553.337
11390,0,0.3846,0.0,0.0,0.1539,0,0,0,0,0,VERT,Comportement statistiquement atypique,-35.83,0.082,1.122,7909.908
11391,0,0.2783,0.0,0.0,0.1113,0,0,0,0,0,VERT,Comportement statistiquement atypique,-55.676,0.0,0.883,6100.218
11392,0,0.1147,0.0,0.0,0.0459,0,0,0,0,0,VERT,Faible encaissement (17.4%),-0.488,0.002,0.174,514.157
11393,0,0.1724,0.0,0.0,0.069,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.698,0.002,1.01,1232.798
11394,0,0.3829,0.0,0.0,0.1532,0,0,0,0,0,VERT,Faible encaissement (77.8%),-49.605,0.028,0.778,3789.733
11395,0,0.1249,0.0,0.0,0.05,0,0,0,0,0,VERT,Comportement statistiquement atypique,-52.622,0.0,0.976,2104.22
11396,0,0.1727,0.0,0.0,0.0691,0,0,0,0,0,VERT,Comportement statistiquement atypique,-45.522,0.001,0.996,733.91
11397,0,0.2494,0.0,0.0,0.0997,0,0,0,0,0,VERT,Comportement statistiquement atypique,-18.104,0.0,1.878,2773.39
11398,0,0.0813,0.0,0.0,0.0325,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.942,0.0,1.474,1646.09
11399,1,0.0406,0.0,0.0,0.0162,0,0,0,0,0,VERT,Faible encaissement (28.0%),0.638,0.0,0.28,540.716
11400,0,0.0235,0.0,0.0,0.0094,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.918,0.0,0.997,3728.261
11401,0,0.0861,0.0,0.0,0.0345,0,0,0,0,0,VERT,Comportement statistiquement atypique,-54.643,0.0,0.995,3145.524
11402,0,0.3619,0.0,0.0,0.1448,0,0,0,0,0,VERT,Comportement statistiquement atypique,-14.687,0.001,0.988,2216.076
11403,0,0.4901,0.0001,0.0,0.196,1,0,0,0,1,JAUNE,Comportement statistiquement atypique,-64.524,0.002,2.0,10761.339
11404,1,0.0725,0.0,0.0,0.029,0,0,0,0,0,VERT,Faible encaissement (17.5%),0.717,0.0,0.175,725.807
11405,1,0.4896,0.0014,0.0,0.1964,1,1,0,1,2,ORANGE,Faible encaissement (11.0%),0.87,0.0,0.11,21623.184
11406,0,0.0287,0.0,0.0,0.0115,0,0,0,0,0,VERT,Faible encaissement (50.8%),0.464,0.0,0.508,3857.147
11407,0,0.008,0.0,0.0,0.0032,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.381,0.0,0.997,1059.322
11408,0,0.2091,0.0,0.0,0.0836,0,0,0,0,0,VERT,Comportement statistiquement atypique,-55.375,0.001,1.16,1157.883
11409,0,0.0766,0.0,0.0,0.0306,0,0,0,0,0,VERT,Comportement statistiquement atypique,-32.996,0.0,0.966,-0.339
11410,0,0.0843,0.0,0.0,0.0337,0,0,0,0,0,VERT,Faible encaissement (70.4%),-1.081,0.0,0.704,5183.996
11411,0,0.0408,0.0,0.0,0.0163,0,0,0,0,0,VERT,Comportement statistiquement atypique,-28.971,0.0,0.978,724.619
11412,1,0.1081,0.0,0.0,0.0433,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.544,0.0,1.015,706.023
11413,1,0.2902,0.0008,0.0,0.1164,0,1,0,0,1,JAUNE,Faible encaissement (20.3%),1.183,0.001,0.203,9392.357
11414,0,0.0864,0.0,0.0,0.0346,0,0,0,0,0,VERT,Faible encaissement (63.2%),-24.995,0.003,0.632,1254.509
11415,0,0.1101,0.0,0.0,0.044,0,0,0,0,0,VERT,Faible encaissement (79.7%),-55.159,0.002,0.797,2326.338
