client_index,score_gnn,score_contagion,score_final_m2,label_reel,alerte
13368,1.01,2.48,1.45,0,VERT
13369,5.48,15.4,8.46,0,VERT
13370,4.39,15.34,7.68,0,VERT
13371,0.66,0.42,0.59,0,VERT
13372,4.34,4.16,4.29,0,VERT
13373,9.53,61.93,25.25,0,VERT
13374,1.94,41.79,13.9,0,VERT
13375,8.57,49.87,20.96,0,VERT
13376,99.78,52.23,85.52,1,ROUGE
13377,99.92,99.9,99.91,1,ROUGE
13378,5.32,99.85,33.68,0,ORANGE
13379,99.66,99.91,99.74,1,ROUGE
13380,1.9,52.03,16.94,0,VERT
13381,6.87,1.24,5.18,0,VERT
13382,1.22,1.69,1.36,0,VERT
13383,0.82,4.24,1.85,0,VERT
13384,2.94,9.12,4.79,0,VERT
13385,15.95,10.68,14.37,0,VERT
13386,1.9,2.05,1.95,0,VERT
13387,84.11,8.03,61.29,1,ORANGE
13388,99.9,43.58,83.0,1,ROUGE
13389,0.14,76.86,23.16,0,VERT
13390,9.21,31.47,15.89,0,VERT
13391,0.92,1.68,1.15,0,VERT
13392,0.97,49.51,15.53,0,VERT
13393,99.99,42.47,82.73,1,ROUGE
13394,17.42,21.22,18.56,0,VERT
13395,3.68,13.17,6.53,0,VERT
13396,99.93,60.78,88.19,1,ROUGE
13397,59.47,83.31,66.62,0,ORANGE
13398,17.82,22.45,19.21,0,VERT
13399,13.74,5.7,11.33,0,VERT
13400,2.01,3.86,2.57,0,VERT
13401,4.24,25.76,10.7,0,VERT
13402,11.36,41.81,20.5,0,VERT
13403,0.8,17.56,5.83,0,VERT
13404,99.86,77.99,93.3,1,ROUGE
13405,0.91,1.15,0.98,0,VERT
13406,14.44,25.93,17.89,0,VERT
13407,0.6,4.74,1.84,0,VERT
13408,9.66,15.78,11.5,0,VERT
13409,99.96,65.64,89.66,1,ROUGE
13410,0.14,2.26,0.78,0,VERT
13411,1.24,1.82,1.41,0,VERT
13412,98.5,60.16,87.0,1,ROUGE
13413,0.92,26.74,8.67,0,VERT
13414,22.61,5.19,17.39,0,VERT
13415,8.63,12.72,9.86,0,VERT
13416,10.47,99.93,37.31,0,ORANGE
13417,99.12,36.0,80.18,0,ROUGE
13418,0.26,24.97,7.67,0,VERT
13419,1.45,40.16,13.06,0,VERT
13420,0.34,25.44,7.87,0,VERT
13421,11.44,0.0,8.01,0,VERT
13422,99.95,94.12,98.2,1,ROUGE
13423,1.33,95.62,29.62,0,VERT
13424,1.15,37.88,12.17,0,VERT
13425,2.24,7.61,3.85,0,VERT
13426,2.49,19.11,7.48,0,VERT
13427,2.72,4.27,3.19,0,VERT
13428,8.73,66.66,26.11,0,VERT
13429,98.72,10.4,72.22,1,ROUGE
13430,99.93,52.78,85.78,1,ROUGE
13431,5.91,1.9,4.71,0,VERT
13432,0.19,69.52,20.99,0,VERT
13433,1.54,1.7,1.59,0,VERT
13434,91.06,3.48,64.78,1,ORANGE
13435,99.87,31.39,79.33,1,ROUGE
13436,15.55,22.93,17.76,0,VERT
13437,0.78,33.36,10.55,0,VERT
13438,33.02,12.49,26.86,0,VERT
13439,1.8,44.42,14.59,0,VERT
13440,0.14,5.54,1.76,0,VERT
13441,99.82,23.27,76.86,1,ROUGE
13442,1.23,29.4,9.68,0,VERT
13443,39.66,5.18,29.31,0,VERT
13444,5.09,4.3,4.85,0,VERT
13445,1.54,3.0,1.98,0,VERT
13446,7.78,2.13,6.09,0,VERT
13447,89.67,51.13,78.11,1,ROUGE
13448,99.84,61.62,88.37,1,ROUGE
13449,7.45,75.13,27.75,0,VERT
13450,3.58,44.22,15.77,0,VERT
13451,0.74,49.93,15.5,0,VERT
13452,0.7,26.84,8.54,0,VERT
13453,1.11,6.81,2.82,0,VERT
13454,4.0,9.87,5.76,0,VERT
13455,1.15,1.21,1.17,0,VERT
13456,0.93,4.53,2.01,0,VERT
13457,0.95,59.5,18.51,0,VERT
13458,3.28,19.1,8.03,0,VERT
13459,1.94,11.91,4.93,0,VERT
13460,6.67,21.27,11.05,0,VERT
13461,1.55,54.14,17.33,0,VERT
13462,28.7,8.82,22.74,0,VERT
13463,0.89,45.26,14.2,0,VERT
13464,35.19,9.02,27.34,0,VERT
13465,99.97,99.93,99.96,1,ROUGE
13466,22.93,32.25,25.73,1,VERT
13467,10.55,50.12,22.42,0,VERT
13468,35.13,24.86,32.05,0,ORANGE
13469,99.38,0.39,69.68,1,ORANGE
13470,7.94,15.85,10.31,0,VERT
13471,0.4,25.04,7.79,0,VERT
13472,10.77,13.59,11.62,0,VERT
13473,71.32,40.61,62.11,0,ORANGE
13474,24.12,8.61,19.47,0,VERT
13475,33.06,10.77,26.37,0,VERT
13476,0.02,20.38,6.13,0,VERT
13477,46.53,9.55,35.44,0,ORANGE
13478,4.2,40.22,15.01,0,VERT
13479,65.59,51.67,61.42,1,ORANGE
13480,52.55,51.67,52.29,1,ORANGE
13481,19.12,0.86,13.64,0,VERT
13482,1.73,1.8,1.75,0,VERT
13483,0.01,6.68,2.01,0,VERT
13484,99.77,38.78,81.47,1,ROUGE
13485,99.95,99.79,99.9,1,ROUGE
13486,97.91,19.58,74.41,0,ROUGE
13487,8.03,9.26,8.4,0,VERT
13488,2.55,50.42,16.91,0,VERT
13489,1.67,30.16,10.22,0,VERT
13490,0.78,30.26,9.62,0,VERT
13491,2.58,43.31,14.8,0,VERT
13492,29.42,29.29,29.38,0,VERT
13493,0.51,24.85,7.81,0,VERT
13494,94.83,34.35,76.69,1,ROUGE
13495,99.73,1.13,70.15,1,ROUGE
13496,99.98,76.79,93.02,1,ROUGE
13497,14.21,3.16,10.89,0,VERT
13498,97.34,19.38,73.95,1,ROUGE
13499,99.85,99.84,99.85,1,ROUGE
13500,98.6,1.8,69.56,1,ORANGE
13501,1.75,60.24,19.3,0,VERT
13502,2.41,25.78,9.42,0,VERT
13503,1.01,21.65,7.2,0,VERT
13504,1.05,31.74,10.26,0,VERT
13505,7.45,4.81,6.66,0,VERT
13506,0.71,1.22,0.86,0,VERT
13507,99.79,3.6,70.93,1,ROUGE
13508,2.53,75.03,24.28,0,VERT
13509,2.67,54.42,18.2,0,VERT
13510,3.28,19.78,8.23,0,VERT
13511,18.0,19.08,18.33,0,VERT
13512,1.54,40.83,13.33,0,VERT
13513,6.45,2.85,5.37,0,VERT
13514,0.1,57.6,17.35,0,VERT
13515,15.44,28.2,19.27,0,VERT
13516,26.83,36.44,29.71,0,VERT
13517,2.71,14.5,6.25,0,VERT
13518,10.97,3.9,8.85,0,VERT
13519,93.12,8.08,67.61,1,ORANGE
13520,6.09,7.6,6.54,0,VERT
13521,99.94,79.94,93.94,1,ROUGE
13522,99.77,11.69,73.35,1,ROUGE
13523,0.45,0.19,0.37,0,VERT
13524,0.03,11.82,3.57,0,VERT
13525,0.14,22.21,6.76,0,VERT
13526,14.34,15.5,14.69,0,VERT
13527,0.18,45.09,13.65,0,VERT
13528,3.1,25.17,9.72,0,VERT
13529,63.89,59.47,62.56,0,ORANGE
13530,1.08,21.18,7.11,0,VERT
13531,2.51,45.53,15.42,0,VERT
13532,0.4,11.29,3.67,0,VERT
13533,0.62,40.23,12.5,0,VERT
13534,0.87,4.04,1.82,0,VERT
13535,0.63,0.66,0.64,0,VERT
13536,2.7,40.36,14.0,0,VERT
13537,2.49,25.82,9.49,0,VERT
13538,99.89,17.48,75.17,1,ROUGE
13539,0.67,49.16,15.22,0,VERT
13540,0.2,17.69,5.45,0,VERT
13541,5.31,1.08,4.04,0,VERT
13542,0.03,50.65,15.22,0,VERT
13543,50.59,49.97,50.4,0,ORANGE
13544,0.44,27.16,8.45,0,VERT
13545,30.73,99.97,51.5,0,ORANGE
13546,0.45,5.36,1.92,0,VERT
13547,36.0,39.39,37.02,0,ORANGE
13548,0.04,41.97,12.62,0,VERT
13549,1.96,35.85,12.13,0,VERT
13550,0.01,8.26,2.48,0,VERT
13551,4.17,40.22,14.98,0,VERT
13552,9.76,41.35,19.24,0,VERT
13553,5.96,27.68,12.48,0,VERT
13554,99.67,28.47,78.31,1,ROUGE
13555,19.5,41.65,26.14,0,VERT
13556,97.06,36.94,79.02,1,ROUGE
13557,84.82,25.42,67.0,1,ORANGE
13558,96.6,9.61,70.5,0,ROUGE
13559,0.01,20.26,6.09,0,VERT
13560,99.84,67.52,90.14,1,ROUGE
13561,0.17,11.62,3.61,0,VERT
13562,9.05,9.38,9.15,0,VERT
13563,3.01,54.83,18.56,0,VERT
13564,10.61,17.96,12.81,0,VERT
13565,0.9,16.23,5.5,0,VERT
13566,99.86,3.55,70.97,1,ROUGE
13567,1.05,9.49,3.58,0,VERT
13568,0.08,33.14,10.0,0,VERT
13569,99.96,57.63,87.26,1,ROUGE
13570,0.31,1.72,0.73,0,VERT
13571,1.39,1.59,1.45,0,VERT
13572,0.03,0.63,0.21,0,VERT
13573,99.57,4.59,71.08,1,ROUGE
13574,2.66,22.97,8.75,0,VERT
13575,1.52,4.36,2.37,0,VERT
13576,14.08,43.98,23.05,0,VERT
13577,97.45,34.53,78.57,1,ROUGE
13578,99.83,6.32,71.78,1,ROUGE
13579,11.26,0.0,7.88,0,VERT
13580,0.16,27.93,8.49,0,VERT
13581,1.84,21.22,7.65,0,VERT
13582,4.28,3.55,4.06,0,VERT
13583,99.58,12.44,73.44,1,ROUGE
13584,31.58,0.52,22.26,0,VERT
13585,8.02,33.6,15.7,0,VERT
13586,99.96,50.33,85.07,1,ROUGE
13587,2.18,2.79,2.36,0,VERT
13588,0.05,12.72,3.85,0,VERT
13589,74.09,47.51,66.12,0,ORANGE
13590,9.77,31.47,16.28,0,VERT
13591,3.87,38.42,14.24,0,VERT
13592,2.61,17.52,7.08,0,VERT
13593,0.39,5.34,1.87,0,VERT
13594,0.79,9.62,3.44,0,VERT
13595,6.14,0.52,4.46,0,VERT
13596,72.05,34.67,60.84,1,ORANGE
13597,0.89,1.13,0.96,0,VERT
13598,98.52,97.06,98.08,1,ROUGE
13599,4.9,20.26,9.51,0,VERT
13600,18.17,37.83,24.07,0,VERT
13601,99.56,26.5,77.64,1,ROUGE
13602,0.82,43.55,13.64,0,VERT
13603,53.69,43.09,50.51,1,ORANGE
13604,0.0,33.63,10.09,0,VERT
13605,19.65,2.54,14.52,0,VERT
13606,99.91,35.88,80.7,1,ROUGE
13607,1.25,0.61,1.06,0,VERT
13608,99.83,46.79,83.92,1,ROUGE
13609,14.33,99.99,40.03,0,ORANGE
13610,16.15,25.27,18.88,1,VERT
13611,5.69,33.37,13.99,0,VERT
13612,17.38,4.05,13.38,0,VERT
13613,3.19,53.57,18.3,0,VERT
13614,1.32,25.13,8.46,0,VERT
13615,8.62,13.07,9.95,0,VERT
13616,0.05,2.4,0.75,0,VERT
13617,0.21,0.51,0.3,0,VERT
13618,1.06,5.43,2.37,0,VERT
13619,99.99,30.1,79.02,1,ROUGE
13620,4.02,8.69,5.42,0,VERT
13621,6.95,8.85,7.52,0,VERT
13622,0.4,1.7,0.79,0,VERT
13623,0.86,2.71,1.41,0,VERT
13624,99.87,31.56,79.38,1,ROUGE
13625,99.88,49.91,84.89,1,ROUGE
13626,43.08,4.23,31.43,0,ORANGE
13627,10.4,37.85,18.64,0,VERT
13628,2.19,32.27,11.21,0,VERT
13629,0.23,1.84,0.71,0,VERT
13630,11.44,10.97,11.3,0,VERT
13631,10.34,25.27,14.82,0,VERT
13632,45.13,26.22,39.46,1,ORANGE
13633,99.78,55.14,86.39,1,ROUGE
13634,0.15,18.79,5.74,0,VERT
13635,1.57,0.29,1.19,0,VERT
13636,1.69,78.94,24.87,0,VERT
13637,1.12,0.45,0.92,0,VERT
13638,94.87,34.15,76.65,1,ROUGE
13639,4.99,1.75,4.02,0,VERT
13640,99.8,52.42,85.59,1,ROUGE
13641,0.29,1.04,0.51,0,VERT
13642,1.72,11.45,4.64,0,VERT
13643,11.94,66.07,28.18,0,VERT
13644,0.53,2.65,1.17,0,VERT
13645,99.67,39.49,81.61,1,ROUGE
13646,99.8,25.39,77.48,1,ROUGE
13647,13.04,39.58,21.0,0,VERT
13648,4.92,13.61,7.53,0,VERT
13649,37.36,51.49,41.6,0,ORANGE
13650,0.81,5.79,2.3,0,VERT
13651,1.29,37.85,12.26,0,VERT
13652,1.21,9.01,3.55,0,VERT
13653,1.59,10.83,4.36,0,VERT
13654,0.09,39.61,11.95,0,VERT
13655,1.04,1.46,1.16,0,VERT
13656,2.07,1.52,1.9,0,VERT
13657,99.47,0.94,69.91,1,ORANGE
13658,3.0,4.16,3.35,0,VERT
13659,0.38,43.97,13.46,0,VERT
13660,0.22,2.51,0.91,0,VERT
13661,26.86,51.76,34.33,0,ORANGE
13662,18.25,57.31,29.97,0,VERT
13663,1.55,2.05,1.7,0,VERT
13664,2.99,36.93,13.17,0,VERT
13665,1.43,13.8,5.14,0,VERT
13666,0.87,2.52,1.36,0,VERT
13667,3.82,50.51,17.83,0,VERT
13668,0.5,3.04,1.26,0,VERT
13669,5.87,2.34,4.81,0,VERT
13670,99.83,34.66,80.28,1,ROUGE
13671,0.23,1.19,0.52,0,VERT
13672,6.06,10.44,7.37,0,VERT
13673,12.25,42.07,21.2,0,VERT
13674,0.07,39.77,11.98,0,VERT
13675,2.66,9.99,4.86,0,VERT
13676,0.0,5.52,1.65,0,VERT
13677,0.66,37.55,11.73,0,VERT
13678,99.69,79.93,93.76,1,ROUGE
13679,0.9,41.62,13.12,0,VERT
13680,6.79,34.97,15.24,0,VERT
13681,1.51,42.68,13.86,0,VERT
13682,1.44,43.02,13.91,0,VERT
13683,3.72,39.34,14.41,0,VERT
13684,7.86,2.92,6.38,0,VERT
13685,1.62,2.43,1.86,0,VERT
13686,0.27,79.89,24.16,0,VERT
13687,0.24,9.94,3.15,0,VERT
13688,1.04,75.81,23.47,0,VERT
13689,99.67,1.68,70.27,1,ROUGE
13690,0.63,1.83,0.99,0,VERT
13691,23.36,23.07,23.27,0,VERT
13692,72.78,2.72,51.76,0,ORANGE
13693,0.1,2.69,0.88,0,VERT
13694,7.41,72.01,26.79,0,VERT
13695,43.43,58.1,47.83,0,ORANGE
13696,99.4,21.86,76.14,1,ROUGE
13697,0.77,4.9,2.01,0,VERT
13698,0.52,41.6,12.84,0,VERT
13699,14.41,46.64,24.08,0,VERT
13700,5.45,0.84,4.07,0,VERT
13701,3.75,2.12,3.26,0,VERT
13702,1.74,1.77,1.75,0,VERT
13703,1.04,20.86,6.98,0,VERT
13704,1.83,8.66,3.88,0,VERT
13705,0.75,72.68,22.33,0,VERT
13706,6.92,6.27,6.72,0,VERT
13707,99.82,48.69,84.48,1,ROUGE
13708,99.85,38.35,81.4,1,ROUGE
13709,66.6,1.47,47.06,0,ORANGE
13710,1.69,18.84,6.84,0,VERT
13711,2.15,24.1,8.74,0,VERT
13712,1.21,0.94,1.13,0,VERT
13713,99.82,9.18,72.63,1,ROUGE
13714,1.0,2.42,1.43,0,VERT
13715,77.88,98.77,84.15,0,ROUGE
13716,0.43,21.5,6.75,0,VERT
13717,4.14,0.52,3.05,0,VERT
13718,99.24,42.85,82.32,1,ROUGE
13719,99.75,69.69,90.73,1,ROUGE
13720,1.2,30.33,9.94,0,VERT
13721,16.77,21.33,18.14,0,VERT
13722,99.97,14.18,74.23,1,ROUGE
13723,2.63,20.9,8.11,0,VERT
13724,2.81,3.42,2.99,0,VERT
13725,2.1,8.34,3.97,0,VERT
13726,0.68,3.62,1.56,0,VERT
13727,2.73,26.71,9.92,0,VERT
13728,0.21,19.97,6.14,0,VERT
13729,97.7,63.24,87.36,1,ROUGE
13730,99.92,37.1,81.07,1,ROUGE
13731,0.03,4.86,1.48,0,VERT
13732,0.32,42.05,12.84,0,VERT
13733,0.36,11.44,3.68,0,VERT
13734,1.76,2.35,1.94,0,VERT
13735,78.28,17.91,60.17,0,ORANGE
13736,0.19,39.64,12.02,0,VERT
13737,16.66,2.52,12.42,0,VERT
13738,0.36,5.88,2.02,0,VERT
13739,1.42,2.56,1.76,0,VERT
13740,2.83,31.94,11.56,0,VERT
13741,6.06,4.52,5.6,0,VERT
13742,10.95,78.53,31.22,0,ORANGE
13743,0.66,14.51,4.81,0,VERT
13744,99.9,75.59,92.61,1,ROUGE
13745,34.85,31.75,33.92,0,ORANGE
13746,0.56,32.35,10.1,0,VERT
13747,0.67,4.33,1.77,0,VERT
13748,5.15,3.38,4.62,0,VERT
13749,0.43,14.92,4.78,0,VERT
13750,99.98,31.15,79.33,1,ROUGE
13751,1.73,40.61,13.4,0,VERT
13752,23.5,19.48,22.29,0,VERT
13753,3.54,46.39,16.39,1,VERT
13754,1.53,18.7,6.68,0,VERT
13755,0.02,48.24,14.49,0,VERT
13756,16.86,19.02,17.51,0,VERT
13757,4.91,7.36,5.65,0,VERT
13758,1.55,27.9,9.46,0,VERT
13759,94.75,15.32,70.92,1,ROUGE
13760,99.98,42.57,82.76,1,ROUGE
13761,8.46,13.15,9.87,0,VERT
13762,9.88,18.98,12.61,0,VERT
13763,0.1,5.91,1.84,0,VERT
13764,4.79,47.15,17.5,0,VERT
13765,0.11,5.88,1.84,0,VERT
13766,14.56,51.22,25.56,0,VERT
13767,0.76,30.68,9.73,0,VERT
13768,0.26,16.11,5.02,1,VERT
13769,59.29,37.87,52.86,0,ORANGE
13770,0.65,1.18,0.81,0,VERT
13771,8.34,4.83,7.29,0,VERT
13772,4.25,34.81,13.42,0,VERT
13773,62.56,51.3,59.18,0,ORANGE
13774,0.13,36.72,11.11,0,VERT
13775,3.84,43.6,15.77,0,VERT
13776,1.44,36.15,11.85,0,VERT
13777,8.92,27.42,14.47,0,VERT
13778,3.83,41.27,15.06,0,VERT
13779,0.77,0.0,0.54,0,VERT
13780,98.69,1.92,69.66,1,ORANGE
13781,2.74,28.87,10.58,0,VERT
13782,97.38,33.71,78.28,1,ROUGE
13783,3.42,1.75,2.92,0,VERT
13784,1.27,23.88,8.05,0,VERT
13785,37.94,34.93,37.04,0,ORANGE
13786,0.05,2.07,0.66,0,VERT
13787,41.59,4.05,30.33,1,ORANGE
13788,4.93,67.89,23.82,0,VERT
13789,8.98,32.27,15.97,0,VERT
13790,13.37,47.42,23.58,0,VERT
13791,8.74,33.85,16.27,0,VERT
13792,1.46,24.33,8.32,0,VERT
13793,99.95,42.99,82.86,1,ROUGE
13794,99.96,37.25,81.15,1,ROUGE
13795,0.76,51.67,16.03,0,VERT
13796,0.17,3.65,1.21,0,VERT
13797,20.92,2.4,15.36,0,VERT
13798,0.67,53.14,16.41,0,VERT
13799,94.6,30.58,75.39,1,ROUGE
13800,99.59,35.71,80.43,1,ROUGE
13801,99.35,8.63,72.13,1,ROUGE
13802,0.04,39.06,11.75,0,VERT
13803,99.97,15.42,74.6,1,ROUGE
13804,4.99,2.13,4.13,0,VERT
13805,3.45,15.47,7.06,0,VERT
13806,37.49,3.04,27.16,0,VERT
13807,12.22,65.37,28.17,0,VERT
13808,99.93,34.74,80.37,1,ROUGE
13809,0.31,6.05,2.03,0,VERT
13810,4.05,50.32,17.93,0,VERT
13811,2.25,67.8,21.92,0,VERT
13812,0.05,26.22,7.9,0,VERT
13813,80.77,1.81,57.08,0,ORANGE
13814,98.32,4.66,70.22,1,ROUGE
13815,99.62,29.81,78.68,1,ROUGE
13816,0.09,2.55,0.83,0,VERT
13817,0.3,34.16,10.46,0,VERT
13818,22.47,8.17,18.18,1,VERT
13819,2.15,2.78,2.34,0,VERT
13820,0.34,33.68,10.34,0,VERT
13821,0.42,79.81,24.24,0,VERT
13822,99.83,50.06,84.9,1,ROUGE
13823,99.8,4.47,71.2,1,ROUGE
13824,9.47,78.25,30.1,0,ORANGE
13825,11.08,60.6,25.94,0,VERT
13826,99.67,99.81,99.71,1,ROUGE
13827,8.25,25.13,13.31,0,VERT
13828,3.46,0.32,2.52,0,VERT
13829,0.51,0.48,0.5,0,VERT
13830,6.48,2.2,5.19,0,VERT
13831,0.02,21.77,6.54,0,VERT
13832,0.74,38.01,11.92,0,VERT
13833,0.32,51.31,15.62,0,VERT
13834,1.51,1.81,1.6,0,VERT
13835,99.36,29.47,78.39,1,ROUGE
13836,1.25,1.82,1.42,0,VERT
13837,2.72,34.45,12.24,0,VERT
13838,99.15,0.46,69.54,1,ORANGE
13839,17.77,10.36,15.55,0,VERT
13840,0.75,47.0,14.63,0,VERT
13841,2.08,9.22,4.22,0,VERT
13842,14.06,40.02,21.85,0,VERT
13843,7.67,0.71,5.58,0,VERT
13844,39.24,60.25,45.54,1,ORANGE
13845,0.31,3.13,1.16,0,VERT
13846,1.05,0.14,0.78,0,VERT
13847,1.2,4.59,2.22,0,VERT
13848,1.92,17.61,6.63,0,VERT
13849,0.98,31.31,10.08,0,VERT
13850,31.09,7.32,23.96,0,VERT
13851,99.89,49.06,84.64,1,ROUGE
13852,0.57,3.24,1.37,0,VERT
13853,0.75,35.52,11.18,0,VERT
13854,0.01,0.01,0.01,0,VERT
13855,99.99,0.57,70.16,1,ROUGE
13856,0.69,1.54,0.95,0,VERT
13857,3.07,99.78,32.08,0,ORANGE
13858,0.23,22.07,6.78,0,VERT
13859,1.02,12.35,4.42,0,VERT
13860,6.59,1.81,5.16,0,VERT
13861,0.01,1.92,0.58,0,VERT
13862,1.14,55.83,17.55,0,VERT
13863,6.62,33.47,14.67,0,VERT
13864,5.92,26.03,11.95,0,VERT
13865,1.54,36.32,11.98,0,VERT
13866,9.64,63.83,25.9,0,VERT
13867,2.24,49.93,16.55,0,VERT
13868,5.46,23.77,10.95,0,VERT
13869,99.52,20.69,75.87,1,ROUGE
13870,0.23,37.5,11.41,0,VERT
13871,0.0,20.08,6.02,0,VERT
13872,98.77,39.24,80.91,1,ROUGE
13873,3.1,11.38,5.58,0,VERT
13874,28.29,28.89,28.47,0,VERT
13875,0.01,3.46,1.04,0,VERT
13876,80.36,38.05,67.67,1,ORANGE
13877,99.98,16.82,75.03,1,ROUGE
13878,5.06,5.4,5.16,0,VERT
13879,0.48,28.43,8.87,0,VERT
13880,98.75,21.15,75.47,1,ROUGE
13881,84.07,54.9,75.32,0,ROUGE
13882,4.85,3.79,4.53,0,VERT
13883,59.16,39.48,53.25,0,ORANGE
13884,1.0,18.84,6.35,0,VERT
13885,3.43,2.96,3.29,0,VERT
13886,0.06,53.56,16.11,0,VERT
13887,99.67,34.08,79.99,1,ROUGE
13888,3.05,1.23,2.5,0,VERT
13889,17.56,41.99,24.89,0,VERT
13890,2.15,13.39,5.52,0,VERT
13891,94.32,41.43,78.45,1,ROUGE
13892,16.77,10.39,14.86,0,VERT
13893,0.65,11.62,3.94,0,VERT
13894,99.91,20.27,76.02,1,ROUGE
13895,84.17,2.94,59.8,0,ORANGE
13896,11.07,31.02,17.05,0,VERT
13897,0.27,28.6,8.77,0,VERT
13898,0.0,12.8,3.84,0,VERT
13899,3.02,2.14,2.75,0,VERT
13900,5.93,9.2,6.91,0,VERT
13901,3.81,1.94,3.25,0,VERT
13902,1.09,46.04,14.58,0,VERT
13903,99.75,84.07,95.05,1,ROUGE
13904,77.01,22.63,60.7,1,ORANGE
13905,0.02,49.91,14.99,0,VERT
13906,3.31,47.67,16.62,0,VERT
13907,1.66,41.28,13.54,0,VERT
13908,4.04,4.7,4.24,0,VERT
13909,3.79,23.28,9.64,0,VERT
13910,99.76,38.87,81.49,1,ROUGE
13911,0.0,22.7,6.81,0,VERT
13912,48.44,37.35,45.11,0,ORANGE
13913,27.13,43.01,31.89,0,ORANGE
13914,9.82,50.0,21.87,0,VERT
13915,1.45,1.48,1.46,0,VERT
13916,47.67,0.68,33.57,0,ORANGE
13917,2.77,9.13,4.68,0,VERT
13918,0.64,2.34,1.15,0,VERT
13919,74.04,24.46,59.17,1,ORANGE
13920,2.1,38.26,12.95,0,VERT
13921,2.68,28.84,10.53,0,VERT
13922,99.89,38.36,81.43,1,ROUGE
13923,24.63,18.46,22.78,0,VERT
13924,18.73,5.68,14.81,0,VERT
13925,99.85,35.45,80.53,1,ROUGE
13926,92.0,19.24,70.17,1,ROUGE
13927,2.97,42.29,14.77,0,VERT
13928,1.46,13.86,5.18,0,VERT
13929,99.58,0.27,69.79,1,ORANGE
13930,0.27,45.87,13.95,0,VERT
13931,40.05,31.29,37.42,1,ORANGE
13932,0.04,32.34,9.73,0,VERT
13933,99.57,35.45,80.33,1,ROUGE
13934,15.55,1.18,11.24,0,VERT
13935,0.5,50.32,15.44,0,VERT
13936,1.77,0.32,1.33,0,VERT
13937,0.53,0.25,0.45,0,VERT
13938,35.45,99.82,54.76,0,ORANGE
13939,35.59,38.93,36.59,0,ORANGE
13940,3.58,18.03,7.91,0,VERT
13941,99.85,34.74,80.32,1,ROUGE
13942,1.35,40.31,13.04,0,VERT
13943,97.72,27.97,76.79,1,ROUGE
13944,1.04,2.13,1.37,0,VERT
13945,0.12,13.66,4.18,0,VERT
13946,0.02,0.27,0.1,0,VERT
13947,0.97,99.99,30.68,0,ORANGE
13948,38.68,51.28,42.46,0,ORANGE
13949,1.78,16.69,6.25,0,VERT
13950,0.3,66.58,20.18,0,VERT
13951,0.94,4.86,2.12,0,VERT
13952,5.46,7.68,6.13,0,VERT
13953,0.74,40.86,12.78,0,VERT
13954,0.07,10.64,3.24,0,VERT
13955,0.53,99.76,30.3,0,ORANGE
13956,72.16,5.67,52.21,1,ORANGE
13957,99.46,10.76,72.85,1,ROUGE
13958,0.89,80.77,24.85,0,VERT
13959,0.02,0.29,0.1,0,VERT
13960,60.5,14.32,46.65,0,ORANGE
13961,5.34,5.94,5.52,0,VERT
13962,7.71,8.83,8.05,0,VERT
13963,4.22,65.15,22.5,0,VERT
13964,0.04,50.0,15.03,0,VERT
13965,1.36,4.39,2.27,0,VERT
13966,45.68,41.78,44.51,0,ORANGE
13967,0.18,4.71,1.54,0,VERT
13968,0.82,61.53,19.03,0,VERT
13969,99.29,49.87,84.46,1,ROUGE
13970,0.53,27.34,8.57,0,VERT
13971,99.72,55.08,86.33,1,ROUGE
13972,0.23,0.91,0.44,0,VERT
13973,99.29,33.87,79.66,1,ROUGE
13974,0.83,7.74,2.9,0,VERT
13975,2.4,2.2,2.34,0,VERT
13976,99.85,73.05,91.81,1,ROUGE
13977,99.88,54.58,86.29,1,ROUGE
13978,99.86,51.85,85.46,1,ROUGE
13979,99.93,34.21,80.21,1,ROUGE
13980,0.82,18.93,6.25,0,VERT
13981,0.57,99.88,30.36,0,ORANGE
13982,8.26,1.36,6.19,0,VERT
13983,0.1,67.83,20.42,0,VERT
13984,3.25,0.29,2.36,0,VERT
13985,1.59,6.31,3.0,0,VERT
13986,0.97,40.25,12.75,0,VERT
13987,1.29,1.72,1.42,0,VERT
13988,25.73,6.95,20.09,0,VERT
13989,2.34,17.18,6.79,0,VERT
13990,15.01,27.47,18.75,0,VERT
13991,13.41,25.74,17.11,0,VERT
13992,1.89,2.34,2.03,0,VERT
13993,5.56,34.3,14.18,0,VERT
13994,0.15,6.23,1.97,0,VERT
13995,3.83,66.63,22.67,0,VERT
13996,2.34,1.36,2.05,0,VERT
13997,0.78,99.95,30.53,0,ORANGE
13998,1.89,29.52,10.18,0,VERT
13999,1.62,1.23,1.5,0,VERT
14000,4.29,39.13,14.74,0,VERT
14001,1.81,49.98,16.26,0,VERT
14002,16.52,30.53,20.72,0,VERT
14003,99.78,49.88,84.81,1,ROUGE
14004,99.89,30.25,79.0,1,ROUGE
14005,0.0,66.82,20.05,0,VERT
14006,2.32,12.58,5.4,0,VERT
14007,86.34,35.32,71.03,1,ROUGE
14008,5.35,27.45,11.98,0,VERT
14009,99.97,14.08,74.2,1,ROUGE
14010,0.24,31.98,9.76,0,VERT
14011,4.37,7.27,5.24,0,VERT
14012,0.15,29.09,8.83,0,VERT
14013,0.11,35.79,10.81,0,VERT
14014,99.12,19.84,75.34,1,ROUGE
14015,4.79,12.83,7.2,0,VERT
